hanzi	pinyin	pos	hsk30	translation
设计师	shèjìshī	N	6	дизайнер, проектировщик, конструктор
深化	shēnhuà	V	6	углублять(ся)
深深	shēnshēn		6	глубоко; сильно
升级	shēngjí		6	обновление (версии); повышение уровня; апгрейд
升学	shēngxué		6	поступать в учебное заведение следующей ступени
升值	shēngzhí	V	6	подниматься в цене; становиться дороже
生活费	shēnghuófèi	N	6	расходы на жизнь; стоимость жизни
省钱	shěngqián		6	экономить деньги; экономия
圣诞节	ShèngdànJié	N	6	Рождество
师父	shīfu	N	6	мастер; учитель, наставник
师生	shīshēng	N	6	учитель и ученики
时节	shíjié	N	6	сезон, период; время; время, момент
时时	shíshí	Adv	6	ежечасно; часто, постоянно
识	shí	V	6	знать; распознавать; знания
识字	shízì		6	быть грамотным; грамотность
食欲	shíyù	N	6	аппетит, желание есть
市民	shìmín	N	6	городское население, горожане
事后	shìhòu	N	6	после (события); впоследствии; постфактум
试点	shìdiǎn	V/N	6	пилотный проект; экспериментальный
适当	shìdàng	Adj	6	подходящий; надлежащий; целесообразный
收取	shōuqǔ	V	6	получать, взимать; собирать
收养	shōuyǎng	V	6	взять на воспитание; взять под опеку
手续费	shǒuxùfèi	N	6	комиссионный сбор, гонорар за услуги
首次	shǒucì		6	впервые; первый
首脑	shǒunǎo	N	6	глава (государства); лидер
首席	shǒuxí	N/Adj	6	главный; первый (首席执行官)
首相	shǒuxiàng	N	6	премьер-министр
书房	shūfáng	N	6	кабинет (рабочая комната)
薯片	shǔpiàn	N	6	картофельные чипсы, хрустящий картофель
薯条	shǔtiáo	N	6	картофель фри
双打	shuāngdǎ	N	6	парный разряд (в спорте)
爽	shuǎng	Adj	6	приятный, освежающий; кайфовый (разг.)
顺	shùn	Adj/V/Prep	6	вдоль, по; гладко, благополучно; попутно
说明书	shuōmíngshū	N	6	инструкция (по применению)
说实话	shuōshíhuà		6	честно говоря; говорить правду
司长	sīzhǎng	N	6	начальник департамента; зав. отделом
四处	sìchù	N	6	везде, повсюду, повсеместно, во все стороны
寺	sì	N	6	буддийский храм, монастырь
送礼	sònglǐ		6	приносить дары, посылать подарки
送行	sòngxíng		6	провожать; устраивать проводы
算是	suànshì	Adv	6	считаться; можно сказать, что
虽	suī	Conj	6	хотя; хоть
岁数	suìshu	N	6	возраст, годы, лет; число лет
踏	tà	V	6	ступать; наступать (ногой)
台灯	táidēng	N	6	настольная лампа
太阳能	tàiyángnéng	N	6	солнечная энергия
特	tè	Adv	6	особый; специально; особенно
特大	tèdà	Adj	6	гигантский; пребольшой; особенно большой
特地	tèdì	Adv	6	специально, нарочно; намеренно
特快	tèkuài	Adj	6	экспресс; сверхскорый
疼痛	téngtòng	Adj	6	боль; болеть
提交	tíjiāo	V	6	подавать (документы); представлять на рассмотрение
提升	tíshēng	V	6	повышать; продвигать; улучшать
天然	tiānrán	Adj	6	природный; натуральный
天下	tiānxià	N	6	Поднебесная; весь мир
添	tiān	V	6	добавить, дополнить
田	tián	N	6	поле; земля, земельный надел
跳水	tiàoshuǐ	V	6	прыжки в воду; нырять
听取	tīngqǔ	V	6	выслушивать (мнение, отчёт)
通报	tōngbào	V/N	6	уведомлять, сообщать, информировать, извещать
通道	tōngdào	N	6	проход; коридор; канал
通红	tōnghóng	Adj	6	ярко-красный, алый, сплошь красный
通话	tōnghuà		6	говорить по телефону, связаться по телефону
通行	tōngxíng	V	6	проходить (по дороге); общепринятый
同	tóng	Adj/Adv/Prep	6	одинаковый; вместе с; и
同行	tóngháng	N	6	коллега (по профессии); идти вместе (tóngxíng)
同期	tóngqī	N	6	соответствующий период; тот же период
同一	tóngyī	Adj	6	одинаковый, тождественный, идентичный
铜牌	tóngpái	N	6	бронзовая медаль
头疼	tóuténg	Adj	6	головная боль; голова болит
透露	tòulù	V	6	раскрывать (информацию); просачиваться
图书	túshū	N	6	книги; литература
团队	tuánduì	N	6	команда; коллектив
推出	tuīchū	V	6	презентовать, выпускать; рекомендовать
退票	tuìpiào		6	возвращать билет; возврат билета
吞	tūn	V	6	глотать, проглатывать
托	tuō	V	6	поддерживать (снизу); поручать; поднос
拖	tuō	V	6	тянуть, тащить; техн. тяга; волочить
拖鞋	tuōxié	N	6	шлёпанцы; домашние тапочки, тапки
挖	wā	V	6	копать; рыть; выкапывать
外币	wàibì	N	6	иностранная валюта
外部	wàibù	N	6	внешняя сторона; наружная часть
外出	wàichū	V	6	выходить (из дома); выезжать
外观	wàiguān	N	6	вид, внешность, облик, оформление
外科	wàikē	N	6	хирургия, хирургическое отделение
外来	wàilái	Adj	6	посторонний, чужеземный, поступивший извне
外头	wàitou	N	6	снаружи; на улице
外衣	wàiyī	N	6	верхняя одежда; пальто
外资	wàizī	N	6	иностранный капитал
弯曲	wānqū	Adj	6	изогнутый; извилистый; изгибаться
顽皮	wánpí	Adj	6	непослушный; балованый, озорной
王后	wánghòu	N	6	царица; королева
网吧	wǎngbā	N	6	интернет-кафе, интернет-клуб
网页	wǎngyè	N	6	веб-страница
往后	wǎnghòu	N	6	в дальнейшем; впредь; назад
往来	wǎnglái	V	6	общаться; контакты; ходить туда-сюда
往年	wǎngnián	N	6	в прежние годы; в былые времена
望见	wàngjiàn		6	увидеть издалека
微波炉	wēibōlú	N	6	микроволновая печь, разг. микроволновка
为此	wèicǐ	Conj	6	поэтому, вследствие этого; из-за этого
为何	wèihé	Adv	6	отчего, из-за чего, почему; зачем
文娱	wényú	N	6	культура и развлечения
卧铺	wòpù	N	6	спальное место
乌云	wūyún	N	6	тёмные тучи
无边	wúbiān	V	6	безграничный; бескрайний
无关	wúguān	V	6	не иметь отношения, не иметь ничего общего
无效	wúxiào	V	6	неэффективный, безрезультатный, бесполезный
物品	wùpǐn	N	6	вещь, предмет; изделие, продукт; товар
误	wù	V	6	ошибка; опоздать (на поезд); задерживать
西班牙语	Xībānyáyǔ	N	6	испанский язык
吸毒	xīdú		6	употреблять наркотики; наркомания
洗衣粉	xǐyīfěn	N	6	стиральный порошок
戏曲	xìqǔ	N	6	традиционная китайская опера
先锋	xiānfēng	N	6	передовой отряд; авангард
显出	xiǎnchū		6	обнаружить, проявить, выявить
险	xiǎn	Adj	6	опасный; риск; едва не
线路	xiànlù	N	6	трасса, маршрут, линия, путь; цепь
响声	xiǎngshēng	N	6	звучание; звук; отзвук; гул, грохот; шум
想不到	xiǎngbudào	V	6	не догадаться; невдомёк
小费	xiǎofèi	N	6	чаевые
小于	xiǎoyú	V	6	меньше чем, менее чем
晓得	xiǎode	V	6	знать, понимать, разуметь; понял!
笑脸	xiàoliǎn	N	6	улыбка; улыбающееся лицо; смайл
笑容	xiàoróng	N	6	улыбающееся лицо; улыбка; усмешка
笑声	xiàoshēng	N	6	смех, хохот
写字楼	xiězìlóu	N	6	офисное здание, конторское здание; офис
写字台	xiězìtái	N	6	письменный стол, бюро
心愿	xīnyuàn	N	6	заветное желание; мечта
心脏病	xīnzàngbìng	N	6	болезнь сердца
新人	xīnrén	N	6	новичок; молодожёны
新兴	xīnxīng	Adj	6	новый; зарождающийся; поднимающийся
信用	xìnyòng	N	6	кредит; доверие; репутация
行程	xíngchéng	N	6	маршрут; расписание поездки
形	xíng	N	6	форма, вид, облик, образ
凶	xiōng	Adj	6	свирепый; злой; ужасный; несчастье
修车	xiūchē		6	чинить машину
袖珍	xiùzhēn	Adj	6	мелкий, маленький, миниатюрный
悬	xuán	V	6	висеть; нерешённый; опасный
学会	xuéhuì	N	6	научиться; освоить; научное общество
学员	xuéyuán	N	6	курсант, учащийся
血管	xuèguǎn	N	6	кровеносный сосуд, ангио
血液	xuèyè	N	6	кровь; крово
沿	yán	Prep	6	вдоль; по; край
沿着	yánzhe		6	вдоль, по, следуя; в, к
研发	yánfā	V	6	исследования и разработки
眼看	yǎnkàn	V/Adv	6	вот-вот; на глазах; смотреть
洋	yáng	Adj	6	океан; иностранный; заграничный
仰	yǎng	V	6	поднимать голову; смотреть вверх; полагаться
养老	yǎnglǎo		6	обеспечивать старость; уход за пожилыми
样	yàng	N/M	6	вид; образец; сч. слово для видов
药品	yàopǐn	N	6	лекарственное средство, лекарство
要好	yàohǎo	Adj	6	дружить; близкий (о друзьях)
要么	yàome	Conj	6	или, либо, или лучше всего
野	yě	Adj	6	дикий; поле; грубый
野生	yěshēng	Adj	6	дикий; дикорастущий
医药	yīyào	N	6	медицина и лекарства; фармацевтический
一次性	yīcìxìng	Adj	6	одноразовый; единовременный
一代	yīdài	N	6	поколение; эпоха; династия; в ту эпоху
一道	yīdào	Adv	6	по пути, тем же путём; вместе, сообща
一路上	yīlùshang		6	весь путь, вся дорога; по пути
一番	yīfān		6	разок; некоторое (количество); один раз
一模一样	yīmúyīyàng		6	совершенно одинаковые, один в один
一齐	yīqí	Adv	6	вместе, разом, дружно, одновременно; все
一时	yīshí	N/Adv	6	на время; на какой-то момент; временно
一同	yītóng	Adv	6	вместе, совместно, заодно; сообща
一行	yīxíng	N	6	группа (делегация); строка
艺人	yìrén	N	6	артист; актёр; исполнитель
议题	yìtí	N	6	тема обсуждения; повестка
意想不到	yìxiǎngbùdào		6	неожиданный, непредвиденный
意愿	yìyuàn	N	6	желание; намерение
因	yīn	Prep/Conj	6	из-за; причина; потому что
阴影	yīnyǐng	N	6	тень; мрачное впечатление
音量	yīnliàng	N	6	сила звука; громкость
音像	yīnxiàng	N	6	аудиовизуальный
隐藏	yǐncáng	V	6	скрыть, спрятать; утаить
印	yìn	V	6	печатать; печать; след
迎来	yínglái		6	встречать (приход, наступление)
影迷	yǐngmí	N	6	киноман; фанат кино
影星	yǐngxīng	N	6	кинозвезда
应对	yìngduì	V	6	реагировать; справляться с
应急	yìngjí		6	экстренный; аварийный
用处	yòngchù	N	6	польза, прок
用得着	yòngdezháo	V	6	пригодится; нужен
用法	yòngfǎ	N	6	способ употребления, метод использования
用品	yòngpǐn	N	6	принадлежности, утварь; предметы обихода
用心	yòngxīn	N	6	старательно; с душой; намерение
优质	yōuzhì	Adj	6	высококачественный; высокого качества
游人	yóurén	N	6	турист; экскурсант
游玩	yóuwán	V	6	гулять; развлекаться
游戏机	yóuxìjī	N	6	игровое устройство
游行	yóuxíng	V	6	демонстрация; шествие
有关	yǒuguān	V	6	касаться, иметь отношение, затрагивать
有没有	yǒuméiyǒu		6	есть или нет, есть ли
有事	yǒushì	V	6	быть занятым; по делу; есть дело
于	yú	Prep	6	в, на, к (предлог); чем
宇航员	yǔhángyuán	N	6	космонавт; астронавт
雨衣	yǔyī	N	6	дождевик; плащ
预约	yùyuē	V	6	записываться (на приём); бронировать
园	yuán	N	6	сад; парк
园地	yuándì	N	6	садовый участок; поле деятельности; рубрика
原	yuán	Adj	6	исходный; прежний; равнина
圆珠笔	yuánzhūbǐ	N	6	шариковая авторучка
援助	yuánzhù	V	6	помогать, оказывать помощь, поддерживать
远方	yuǎnfāng	N	6	далёкие края; удалённое место; далёкий
远离	yuǎnlí	V	6	держаться подальше; далеко от
远远	yuǎnyuǎn		6	далеко; намного
约定	yuēdìng	V	6	договориться; обещание, обещать
乐曲	yuèqǔ	N	6	музыкальное произведение; мелодия
运作	yùnzuò	V	6	работать, функционировать
晕车	yùnchē		6	укачиваться, укачивает
杂	zá	Adj	6	смешанный, неоднородный, разнородный
再生	zàishēng	V	6	переработка (вторсырья); возрождаться
再说	zàishuō	V/Conj	6	к тому же; потом посмотрим
遭到	zāodào		6	подвергнуться; испытать
早晚	zǎowǎn	N/Adv	6	рано или поздно; утром и вечером
增进	zēngjìn	V	6	усиливать; продвижение; продвигаться
增值	zēngzhí	V	6	прирост стоимости; дорожать
炸	zhà	V	6	взрываться; жарить во фритюре (zhá)
炸弹	zhàdàn	N	6	бомба
炸药	zhàyào	N	6	взрывчатое вещество, ВВ, взрывчатка
债	zhài	N	6	долг; заём; обязательство
战场	zhànchǎng	N	6	поле боя
战友	zhànyǒu	N	6	боевой товарищ; соратник
站台	zhàntái	N	6	платформа; перрон
章	zhāng	M	6	глава; печать; знак
秘书长	mìshūzhǎng	N	6	начальник секретариата, старший секретарь
掌声	zhǎngshēng	N	6	аплодисменты, рукоплескания, хлопки
账	zhàng	N	6	счёт; аккаунт
招	zhāo	V	6	манить рукой; набирать (сотрудников); приём
这就是说	zhèjiùshìshuō		6	иначе сказать, одним словом, короче говоря
镇	zhèn	V/N	6	посёлок; подавлять; успокаивать
整治	zhěngzhì	V	6	привести в порядок; починить
政党	zhèngdǎng	N	6	политическая партия
之类	zhīlèi	N	6	такие, как; и им подобные, вроде
知名	zhīmíng	Adj	6	известный, видный, знаменитый
织	zhī	V	6	ткать, вязать, плести
直升机	zhíshēngjī	N	6	вертолёт, геликоптер
职责	zhízé	N	6	обязанность; функция; обязательство
止	zhǐ	V	6	останавливаться; прекращать; до (по)
只得	zhǐdé	Adv	6	остаётся лишь; ничего не остаётся, как
只顾	zhǐgù	Adv	6	заботиться только о; знай себе
只管	zhǐguǎn	Adv	6	спокойно, смело (делай); только и знать
指数	zhǐshù	N	6	показатель; индекс; экспонента
指头	zhǐtou	N	6	палец
指着	zhǐzhe		6	указывая на; рассчитывать на
治病	zhìbìng		6	лечить
中等	zhōngděng	Adj	6	средний, рядовой, обычный
中华	Zhōnghuá	N	6	Китай (Чжунхуа); китайский
中期	zhōngqī	N	6	средний период, середина; промежуточный
中外	zhōngwài	N	6	Китай и иностранные государства
忠心	zhōngxīn	N	6	преданность; верность
钟头	zhōngtóu	N	6	час
肿	zhǒng	V	6	опухать; опухший
种种	zhǒngzhǒng	Pron	6	всевозможный, всякого рода
珠宝	zhūbǎo	N	6	жемчуг; драгоценность, ювелирные изделия
主持人	zhǔchírén	N	6	ведущий; распорядитель, председатель
主角	zhǔjué	N	6	главный герой; главная роль
驻	zhù	V	6	быть расположенным (о войсках); пребывать в
柱子	zhùzi	N	6	колонна, столб; стойка кузова
祝愿	zhùyuàn	V	6	желать, выражать пожелание; пожелание
专用	zhuānyòng	V	6	специального назначения; специальный
赚钱	zhuànqián		6	зарабатывать деньги; получать прибыль
捉	zhuō	V	6	ловить; хватать
自来水	zìláishuǐ	N	6	водопроводная вода; водопровод
自我	zìwǒ	Pron	6	сам, себя; само-, эго-; индивидуальный
自学	zìxué	V	6	самообразование, самообучение, самоподготовка
自言自语	zìyánzìyǔ		6	разговаривать с самим собой
自在	zìzai	Adj	6	свободный; непринуждённый; комфортно
总部	zǒngbù	N	6	штаб-квартира; главный офис
总监	zǒngjiān	N	6	директор (по направлению); главный инспектор
总经理	zǒngjīnglǐ	N	6	генеральный директор, президент
总量	zǒngliàng	N	6	общее количество, общий объём; сумма
奏	zòu	V	6	играть (на инструменте); исполнять музыку
租金	zūjīn	N	6	арендная плата; рента
足	zú	Adj/Adv	6	нога; достаточный; вполне
族	zú	N/Suffix	6	род; народность; группа людей (上班族)
上班族	shàngbānzú	N	6	офисные работники; работающие люди
祖母	zǔmǔ	N	6	бабушка
钻	zuān	V	6	сверлить; пролезать; алмаз (zuàn)
最佳	zuìjiā	Adj	6	лучший, наилучший, оптимальный
最终	zuìzhōng	N	6	финальный, конечный, окончательный
罪	zuì	N	6	преступление; вина; грех; проступок
罪恶	zuìè	N	6	злодеяния, преступления; преступный
作	zuò	V	6	делать; писать (произведение); работать
作战	zuòzhàn	V	6	воевать, сражаться, вести войну
座谈会	zuòtánhuì	N	6	круглый стол; беседа; симпозиум
